    0.442670626021305338E+03    0.955202492695998018E+01   -0.218934234081481327E+00    0.398092636248600684E+04    0.391408440361380938E+01   -0.649664446153054200E+02
    0.425972566000399297E+03    0.948725489652803766E+01   -0.114890230091709789E+00    0.427561550383824942E+04    0.389467955914565689E+01   -0.647819766386477056E+02
    0.400478158408857098E+03    0.945626832067186385E+01   -0.371967069300634834E+00    0.392588688188756078E+04    0.384034156099944557E+01   -0.637436457305867208E+02
    0.419443790728373813E+03    0.957528461753979698E+01   -0.198599116163201972E+00    0.347577650717533015E+04    0.398550908362095546E+01   -0.637371800935449144E+02
    0.447353676014343137E+03    0.972047726774214738E+01   -0.196265880729900422E+00    0.349820489763295745E+04    0.374665204457215095E+01   -0.635492681566251534E+02
    0.433869669812411473E+03    0.969682050599632461E+01   -0.234005094762120058E+00    0.316817816496860542E+04    0.386135726872183982E+01   -0.633686880097893095E+02
    0.370085299211814856E+03    0.924298967643704827E+01    0.347463218851354338E+00    0.451833110193369430E+04    0.382621312867346619E+01   -0.629962687044998972E+02
    0.447250119970421849E+03    0.966476392437127885E+01    0.436338765688235375E+00    0.401028371778972814E+04    0.352266435262159483E+01   -0.628512403339016572E+02
    0.445032466237292567E+03    0.958975580582872666E+01    0.268281669955518054E+00    0.449124202200101536E+04    0.351564822466842752E+01   -0.628435539101632301E+02
    0.438336496620774483E+03    0.964669720161992217E+01    0.733055142151779471E-01    0.380378194825021137E+04    0.365954390414476594E+01   -0.626619502043138539E+02
    0.433222597900573192E+03    0.954726800788936103E+01    0.108839737167483075E+00    0.430249644679617995E+04    0.367918143612671056E+01   -0.626415670204780923E+02
    0.418447950655560703E+03    0.957367661254709645E+01    0.252905166187209485E-01    0.395195598361959173E+04    0.371288555742023307E+01   -0.624312402629097249E+02
    0.367846903631255998E+03    0.938833801971511406E+01    0.424863428119891529E-01    0.366286504229423463E+04    0.371375169344227318E+01   -0.623109605297342242E+02
    0.387030456873535456E+03    0.931949716760872704E+01   -0.121159027104311701E-01    0.465844445952458409E+04    0.382509998456492895E+01   -0.621929487940906327E+02
    0.354331467106567288E+03    0.911207661386030665E+01    0.227956030208954163E+00    0.477943258095955571E+04    0.392007506257831295E+01   -0.620989288921528129E+02
    0.374302735512707670E+03    0.935487665479216091E+01    0.489125590613782135E+00    0.421975911971612913E+04    0.352436901881060649E+01   -0.620595124579364708E+02
    0.462777889987090532E+03    0.969961269462618780E+01   -0.430993282155373025E+00    0.452198405860438834E+04    0.350957332282753720E+01   -0.619515373531263123E+02
    0.363094242424791219E+03    0.930897396535882393E+01    0.411006891614732361E+00    0.386637326765041598E+04    0.376407948949675841E+01   -0.619329642442413189E+02
    0.413301231948016721E+03    0.957989864911310463E+01   -0.864340497780353156E-01    0.381517960784218258E+04    0.365853357957378744E+01   -0.618194933617265505E+02
    0.320687160374157315E+03    0.888226835450542396E+01    0.133227614139089567E+00    0.300111591545973852E+04    0.394769113737539090E+01   -0.617190646081041123E+02
    0.302615874588574854E+03    0.860824155707659777E+01    0.381054904418912543E+00    0.309632296246531587E+04    0.394130704026896650E+01   -0.617104992897803086E+02
    0.434005870975417793E+03    0.977014918315369840E+01   -0.189594360413149421E+00    0.327748238171935191E+04    0.351507669113655608E+01   -0.616761681796455363E+02
    0.303495353724548409E+03    0.860737900133852918E+01    0.426607560381568773E+00    0.327830070904834884E+04    0.381466912901353794E+01   -0.616406153211155754E+02
    0.398542030963618458E+03    0.953554695346245040E+01   -0.347211001704341271E+00    0.339765342831456474E+04    0.376878904352957189E+01   -0.615602998710821083E+02
    0.419848984048388786E+03    0.949716059538506663E+01    0.360031090822785393E+00    0.460997823299099582E+04    0.368795887532750255E+01   -0.615583994928996674E+02
    0.266609342920206245E+03    0.806734761102343789E+01    0.480706868394643716E+00    0.334643361795985447E+04    0.390383508910694843E+01   -0.614925746567167550E+02
    0.444233423780024509E+03    0.967298431896093369E+01    0.239360848908279911E+00    0.383806778684772144E+04    0.360631031944987246E+01   -0.614591224364619464E+02
    0.385600119336996784E+03    0.934993008025745098E+01   -0.187322892805595331E-01    0.440331513065852960E+04    0.381992528345820581E+01   -0.614547301354534738E+02
    0.436065304933655909E+03    0.964621712215330440E+01   -0.467401928291446445E+00    0.353651018032189450E+04    0.379761951334495773E+01   -0.614146233343343297E+02
    0.422603001879829606E+03    0.948046120449834895E+01    0.254751809596610257E+00    0.470269091523801035E+04    0.375848603693754058E+01   -0.613845462977727010E+02
    0.430926360813125996E+03    0.963152910547408680E+01    0.764002533298998587E-01    0.374505002694904442E+04    0.372803717337897522E+01   -0.613778095213992998E+02
    0.395621324061546375E+03    0.942503135485357468E+01   -0.914526893782697803E-01    0.436794083556357418E+04    0.367601746157335407E+01   -0.613322989437191595E+02
    0.388160038341864606E+03    0.936536848567448033E+01    0.286145478462425551E+00    0.453239011893728184E+04    0.370206569959615495E+01   -0.613186701464986186E+02
    0.424681556340352984E+03    0.957566894549665903E+01    0.142215857548455893E+00    0.418761723347481802E+04    0.366107229298095982E+01   -0.613032607794822155E+02
    0.223857125419807545E+03    0.753839968514777059E+01    0.244584207097411133E+00    0.305493002816874105E+04    0.389208479268362995E+01   -0.612841657959492210E+02
    0.399347839317591479E+03    0.936830108991616228E+01   -0.266338682011045547E+00    0.450653936809012339E+04    0.393789830191726775E+01   -0.612171384294520209E+02
    0.208066911552175469E+03    0.731451175424771272E+01    0.251216844947718454E+00    0.308314004570492534E+04    0.387618670737925441E+01   -0.612118387528720831E+02
    0.257703283735206242E+03    0.797019337381359350E+01    0.308294066908057607E+00    0.314295284899167837E+04    0.395781106457445020E+01   -0.611644040137009739E+02
    0.443909302565996370E+03    0.968642621002812554E+01   -0.110159556555548599E+00    0.367189875566192632E+04    0.367034141535054470E+01   -0.611613534557880314E+02
    0.229941706224366527E+03    0.761248675660409724E+01    0.477115870329027025E+00    0.309973905045647052E+04    0.392608981105696264E+01   -0.610753789935722011E+02
    0.335350086773225314E+03    0.908483945659136438E+01    0.141770564731362070E+00    0.321062967717739321E+04    0.382816802530787648E+01   -0.610722883320035308E+02
    0.381033989218750889E+03    0.931072294680124735E+01   -0.251014036946736740E+00    0.416870905645006587E+04    0.397733667607033947E+01   -0.610418166236511794E+02
    0.250671109372445471E+03    0.788515217217453745E+01    0.217476863967336009E+00    0.305928217456527955E+04    0.396319879870683733E+01   -0.609978605075068003E+02
    0.368009920869543805E+03    0.926559876483768363E+01   -0.385859186365936080E-01    0.421121749342591374E+04    0.390419766411484392E+01   -0.609950427522411900E+02
    0.438937300423911893E+03    0.955471607549161916E+01    0.191747870771961648E+00    0.443133601534123500E+04    0.363429903875563198E+01   -0.609928447889714249E+02
    0.379327288504272076E+03    0.934102331622493054E+01    0.621541975308994576E-01    0.439056647287333544E+04    0.371806751323790774E+01   -0.609666879672481485E+02
    0.407163729810614257E+03    0.944884402962586556E+01    0.564783896738679791E-01    0.445361555693252831E+04    0.377134635082759972E+01   -0.609548001142121052E+02
    0.378768898515439730E+03    0.931113368642364492E+01   -0.277205782853519045E+00    0.408518473841619789E+04    0.397654775336420219E+01   -0.608946557107702375E+02
    0.446234234797175247E+03    0.973490063473741074E+01   -0.211321722244526944E+00    0.352277811029111308E+04    0.367560168250387465E+01   -0.608924399835370025E+02
    0.419573325749675803E+03    0.952643194072160782E+01   -0.164739298783894150E+00    0.380473713908292621E+04    0.396046003469376640E+01   -0.608915938608028426E+02
    0.320570795016003501E+03    0.888051766587929414E+01    0.439618485560401617E+00    0.317107196351757239E+04    0.375016427661920737E+01   -0.608859170562096281E+02
